Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Borrowing beyond borders: Foreign assets, lender choice, and loan pricing in the syndicated bank loan market","Houston, Joel F.; Itzkowitz, Jennifer; Naranjo, Andy",,,,JOURNAL OF CORPORATE FINANCE,FEB 2017,2017,42,,,,,315,334,,10.1016/j.jcorpfin.2016.12.002,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Social capital and access to credit in post-conflict Lira, northern Uganda","Malual, Joseph D.; Mazur, Robert E.",,,,COMMUNITY DEVELOPMENT,2017,2017,48,4,,,,566,581,,10.1080/15575330.2017.1321559,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Investment decisions and bank loan contracting,"Ge, Wenxia; Kang, Tony; Lobo, Gerald J.; Song, Byron Y.",,,,ASIAN REVIEW OF ACCOUNTING,2017,2017,25,2,,,,262,287,,10.1108/ARA-03-2016-0027,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Assessing the Efficiency Costs of Vietnam's Missing' Small and Medium Sized Enterprises: A Panel Data Investigation,"Trung Dang Le; Shaffer, Paul",,,,ASIA & THE PACIFIC POLICY STUDIES,JAN 2017,2017,4,1,,,,50,69,,10.1002/app5.165,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Making Loan Decisions in Banks: Straight from the Gut?,"Wilson, Fiona",,,,JOURNAL OF BUSINESS ETHICS,AUG 2016,2016,137,1,,,,53,63,,10.1007/s10551-014-2515-y,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Determinants of Financial Literacy and Financial Inclusion Disparity Within a Region: Evidence from Indonesia,"Santoso, Arief Budi; Trinugroho, Irwan; Nugroho, Linggar Ikhsan; Saputro, Nugroho; Indra Purnama, Muhammad Yusuf",,,,ADVANCED SCIENCE LETTERS,MAY-JUN 2016,2016,22,5-6,,,SI,1622,1624,,10.1166/asl.2016.6706,"International Symposium on Social Sciences, Arts and Humanities (SYSSARM)","SEP 29-OCT 01, 2015",1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Determinants of Credit Rationing in Ethiopia: Firm-Level Evidence,"Bedane, Bizuayehu",,,,ECONOMICS BULLETIN,2016,2016,36,4,,,,2161,+,,,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ACCESS TO FORMAL CREDIT AND ENTERPRISE PERFORMANCE IN NIGERIA: A GENDER PERSPECTIVE,"Nwosu, Emmanuel O.; Orji, Anthony",,,,ARGUMENTA OECONOMICA,2016,2016,36,1,,,,191,224,,10.15611/aoe.2016.1.08,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bank Credit Access and Gender Discrimination: Some Stylized Facts,"Galli, Emma; Rossi, Stefania P. S.",,,"Rossi, SPS; Malavasi, R","FINANCIAL CRISIS, BANK BEHAVIOUR AND CREDIT CRUNCH",2016,2016,,,,,,111,123,,10.1007/978-3-319-17413-6_8,International Workshop on Financial Crisis and Credit Crunch - Micro and Macroeconomic Implications,"JUL 04, 2014",1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Improving Business Intelligence Based on Frequent Itemsets Using k-Means Clustering Algorithm,"Paulraj, Prabhu; Neelamegam, Anbazhagan",,,"Meghanathan, N; Nagamalai, D; Rajasekaran, S",NETWORKS AND COMMUNICATIONS (NETCOM2013),2014,2014,284,,,,,243,254,,10.1007/978-3-319-03692-2_19,5th International Conference on Networks and Communications (NetCom),"DEC 27-28, 2013",1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It Takes Two to Tango An Analysis of Credit Applications,"Sivak, Rudolf; Caplanova, Anetta; Hudson, John",,,,EASTERN EUROPEAN ECONOMICS,MAR-APR 2013,2013,51,2,,,,39,57,,10.2753/EEE0012-8775510203,,,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Factors Affecting Farmer's Behavior in Participating in Formal Credit Market-Empirical Study on 435 Rural Households in Hebei Province,"Liu, Jie; Qin, Fu",,,,PROCEEDINGS OF 2009 CAER INTERNATIONAL ANNUAL CONFERENCE ON GLOBALIZATION AND CHINA'S AGRICULTURAL DEVELOPMENT,2009,2009,,,,,,123,134,,,International Annual Conference on Agriculture and Wealth of Nation,"OCT 31-NOV 01, 2009",1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Racial and gender disadvantage in the credit market: Social injustice and outcome equality,"Dymski, GA",,,"Pollin, R","CAPITALISM, SOCIALISM AND RADICAL POLITICAL ECONOMY: ESSAYS IN HONOR OF HOWARD J. SHERMAN",2000,2000,1,,,,,227,246,,,"Conference on Capitalism, Socialism, and Radical Political Economy","FEB 12-13, 1999",1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adoption and use of mobile banking by low-income individuals in Senegal,"Fall, Francois Seck; Orozco, Luis; Akim, Al-Mouksit",,,,REVIEW OF DEVELOPMENT ECONOMICS,MAY 2020,2020,24,2,,,,569,588,,10.1111/rode.12658,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farmers' risk aversion, loss aversion and climate change adaptation strategies in Wushen Banner, China","Jin, Jianjun; Tong Xuhong; Wan, Xinyu; He, Rui; Kuang, Foyuan; Ning, Jing",,,,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,,2020,,,,,,,,,10.1080/09640568.2020.1742098,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The distributional impact of access to finance on poverty: evidence from selected countries in Sub-Saharan Africa,"Ndlovu, Godfrey; Toerien, Francois",,,,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,APR 2020,2020,52,,,,,,,UNSP 101190,10.1016/j.ribaf.2020.101190,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measuring usage of formal financial services as a proxy for financial inclusion A case of agricultural households in Ghana,"Mohammed, Fatima; Barrowclough, Michael J.; Kibler, Michelle L.; Boerngen, Maria A.",,,,AGRICULTURAL FINANCE REVIEW,,2020,,,,,,,,,10.1108/AFR-09-2019-0096,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridging the financial inclusion gender gap in smallholder agriculture in Nigeria: An untapped potential for sustainable development,"Adegbite, Olayinka O.; Machethe, Charles L.",,,,WORLD DEVELOPMENT,MAR 2020,2020,127,,,,,,,104755,10.1016/j.worlddev.2019.104755,Sustainability and Development Conference (SDC),"NOV 09-11, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Human Capital, Social Capital, and Farmers' Credit Availability in China: Based on the Analysis of the Ordered Probit and PSM Models","Liu, Jiaojiao; Zhang, Gangren; Zhang, Jun; Li, Chongguang",,,,SUSTAINABILITY,FEB 2 2020,2020,12,4,,,,,,1583,10.3390/su12041583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factors Affecting Farmers' Access to Formal and Informal Credit: Evidence from Rural Afghanistan,"Moahid, Masaood; Maharjan, Keshav Lall",,,,SUSTAINABILITY,FEB 2020,2020,12,3,,,,,,1268,10.3390/su12031268,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Credit and Ethnic Consumption Inequality in the Central Highlands of Vietnam,"Nguyen, Thanh-Tung; Nguyen, Trung Thanh; Grote, Ulrike",,,,SOCIAL INDICATORS RESEARCH,FEB 2020,2020,148,1,,,,143,172,,10.1007/s11205-019-02202-z,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank credit constraints for women-led SMEs: Self-restraint or lender bias?,"Galli, Emma; Mascia, Danilo, V; Rossi, Stefania P. S.",,,,EUROPEAN FINANCIAL MANAGEMENT,,2020,,,,,,,,,10.1111/eufm.12255,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of Financial Inclusion on Poverty and Vulnerability to Poverty: Evidence Using a Multidimensional Measure of Financial Inclusion,"Koomson, Isaac; Villano, Renato A.; Hadley, David",,,,SOCIAL INDICATORS RESEARCH,,2020,,,,,,,,,10.1007/s11205-019-02263-0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Political connections and household access to bank loans: evidence from China,"Li, Linyang; Hermes, Niels; Lensink, Robert",,,,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,JAN 1 2020,2020,33,1,,,,288,309,,10.1080/1331677X.2019.1656099,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Access to Credit and Economic Well-Being of Rural Households: Evidence from Eastern India,"Kumar, Anjani; Mishra, Ashok K.; Sonkar, Vinay K.; Saroj, Sunil",,,,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,JAN 2020,2020,45,1,,,,145,160,,10.22004/ag.econ.298439,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The role of savings mobilization on access to credit: a case study of smallholder farmers in Ghana,"Ankrah Twumasi, Martinson; Jiang, Yuansheng; Osei Danquah, Frank; Chandio, Abbas Ali; Agbenyo, Wonder",,,,AGRICULTURAL FINANCE REVIEW,APR 6 2020,2020,80,2,,,,275,290,,10.1108/AFR-05-2019-0055,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determinants of credit demand of farmers in Lam Dong, Vietnam A comparison of machine learning and multinomial logit",Huy Duc Dang; Au Hai Thi Dam; Thuyen Thi Pham; Tra My Thi Nguyen,,,,AGRICULTURAL FINANCE REVIEW,APR 6 2020,2020,80,2,,,,255,274,,10.1108/AFR-06-2019-0061,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bringing religion back in Religious entrepreneurs, entrepreneurial gender, and bank loans in Chinese family firms","Du, Xingqiang; Zeng, Quan",,,,ASIAN REVIEW OF ACCOUNTING,DEC 2 2019,2019,27,4,,,,508,545,,10.1108/ARA-04-2018-0097,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More than credit: Exploring associations between microcredit programs and maternal and reproductive health service utilization in India,"Dehingia, Nabamallika; Singh, Abhishek; Raj, Anita; McDougal, Lotus",,,,SSM-POPULATION HEALTH,DEC 2019,2019,9,,,,,,,100467,10.1016/j.ssmph.2019.100467,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Inclusion of Urban Street Vendors in Kigali,"Irankunda, Diane; Van Bergeijk, Peter A. G.",,,,JOURNAL OF AFRICAN BUSINESS,,2019,,,,,,,,,10.1080/15228916.2019.1695182,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China's anti-corruption campaign, political connections and private firms' debt financing","Hu, Yiming; Xu, Mingxia",,,,CHINA FINANCE REVIEW INTERNATIONAL,NOV 18 2019,2019,9,4,,,,521,553,,10.1108/CFRI-09-2018-0132,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female financial inclusion and its impacts on inclusive economic development,"Cabeza-Garcia, Laura; Del Brio, Esther B.; Luz Oscanoa-Vittorio, Mery",,,,WOMENS STUDIES INTERNATIONAL FORUM,NOV-DEC 2019,2019,77,,,,,,,102300,10.1016/j.wsif.2019.102300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Female ownership, firm age and firm growth: a study of South Asian firms","Belitski, Maksim; Desai, Sameeksha",,,,ASIA PACIFIC JOURNAL OF MANAGEMENT,,2019,,,,,,,,,10.1007/s10490-019-09689-7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resource use efficiency in tilapia production in Central and Southern Malawi,"Mussa, H.; Kaunda, E.; Jere, W. W. L.; Ng'ong'ola, D. H.",,,,AQUACULTURE ECONOMICS & MANAGEMENT,,2019,,,,,,,,,10.1080/13657305.2019.1674426,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barriers to ?last mile? financial inclusion: cases from northern Kenya,"Tiwari, Jaya; Schaub, Emily; Sultana, Naziha",,,,DEVELOPMENT IN PRACTICE,NOV 17 2019,2019,29,8,,,,988,1000,,10.1080/09614524.2019.1654432,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financing from Islamic microfinance institutions: evidence from Indonesia,"Fianto, Bayu Arie; Gan, Christopher; Hu, Baiding",,,,AGRICULTURAL FINANCE REVIEW,OCT 7 2019,2019,79,5,,,,633,645,,10.1108/AFR-10-2018-0091,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Political connections and corporate performance: Evidence from Pakistan,"Saeed, Abubakr; Belghitar, Yacine; Clark, Ephraim",,,,ECONOMICS OF TRANSITION,OCT 2019,2019,27,4,,,,863,889,,10.1111/ecot.12213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An assessment of mortgage loan default propensity in Ghana,"Owusu-Manu, De-Graft; Asiedu, Richard Ohene; Edwards, David John; Donkor-Hyiaman, Kenneth; Abuntori, Pius Akanbang; El-Gohary, Hatem",,,,JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,AUG 10 2019,2019,17,5,,,,985,1017,,10.1108/JEDT-01-2019-0016,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dual Credit Markets and Household Usage to Finance: Evidence from a Representative Chinese Household Survey,"Cull, Robert; Gan, Li; Gao, Nan; Xu, Lixin Colin",,,,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,DEC 2019,2019,81,6,,,,1280,1317,,10.1111/obes.12320,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridging the credit gap for sustainable medicinal plant value chain development in Northwestern Vietnam,"Luan, Do Xuan",,,,AGRICULTURAL FINANCE REVIEW,AUG 5 2019,2019,79,4,,,,443,466,,10.1108/AFR-07-2018-0061,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interaction effect of gender and ethnicity in loan approval: A Bayesian estimation with data from a laboratory field experiment,"Gonzales Martinez, Rolando; Aguilera-Lizarazu, Gabriela; Rojas-Hosse, Andrea; Aranda Blanco, Patricia",,,,REVIEW OF DEVELOPMENT ECONOMICS,,2019,,,,,,,,,10.1111/rode.12607,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What restricts credit to women enterprises? Evidence from India's informal sector,"Maurya, Prateeksha; Mohanty, Pratap Chandra",,,,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,JUL 8 2019,2019,46,7,,,,920,937,,10.1108/IJSE-08-2018-0422,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Financialisation, institutions and financing constraints in developing countries","Mertzanis, Charilaos",,,,CAMBRIDGE JOURNAL OF ECONOMICS,JUL 2019,2019,43,4,,,SI,825,866,,10.1093/cje/bez015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On operations and marketing in microfinance-backed enterprises Structural embeddedness and enterprise viability,"Nilakantan, Rahul; Iyengar, Deepak; Rao, Shashank",,,,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,JUN 14 2019,2019,49,5,,,SI,514,533,,10.1108/IJPDLM-02-2018-0053,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debt portfolios of street vendors: Survey data from Colombia,"Martinez, Lina M.; Rivera-Acevedo, Juan David",,,,DATA IN BRIEF,JUN 2019,2019,24,,,,,,,UNSP 103714,10.1016/j.dib.2019.103714,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Factors Determine Whether Small and Medium Enterprises Obtain Credit from the Formal Credit Market? The Case of Vietnam,Nguyet Thi Khanh Cao,,,,ASIAN ECONOMIC JOURNAL,JUN 2019,2019,33,2,,,,191,213,,10.1111/asej.12183,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The value of political connections in opaque firms: Evidence from China's file 18,"Hu, Yi; Wang, Changyun; Xiao, Gang; Zeng, Jianyu",,,,PACIFIC-BASIN FINANCE JOURNAL,JUN 2019,2019,55,,,,,329,351,,10.1016/j.pacfin.2019.05.001,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lending technologies, banking relationships, and firms' access to credit in Italy: the role of firm size","Angori, Gabriele; Aristei, David; Gallo, Manuela",,,,APPLIED ECONOMICS,DEC 14 2019,2019,51,58,,,,6139,6170,,10.1080/00036846.2019.1613503,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turning on the township: financial inclusion in South Africa,"Whittaker, Louise; Kruger, Graunt",,,,EUROPEAN BUSINESS REVIEW,MAY 13 2019,2019,31,3,,,,420,446,,10.1108/EBR-01-2018-0030,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMEs' Access to Finance and Choice of Capital Structure in Turkey,"Mahmud, Seyid F.; Akin, Tarik",,,,EGE ACADEMIC REVIEW,APR 2019,2019,19,2,,,,277,291,,10.21121/eab.521579,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permissible collateral and access to finance: Evidence from a quasi-natural experiment,"Xu, Bing",,,,CHINA ECONOMIC REVIEW,APR 2019,2019,54,,,,,237,255,,10.1016/j.chieco.2018.11.006,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determinants of credit rationing among rural farmers in developing areas Empirical evidence based on micro level data,"Kofarmata, Yusuf Ibrahim; Danlami, Abubakar Hamid",,,,AGRICULTURAL FINANCE REVIEW,APR 1 2019,2019,79,2,,,,158,173,,10.1108/AFR-03-2018-0023,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Does connectedness improve SMEs' access to formal finance? Evidence from post-communist economies,"Ruziev, Kobil; Webber, Don J.",,,,POST-COMMUNIST ECONOMIES,MAR 4 2019,2019,31,2,,,,258,278,,10.1080/14631377.2018.1470855,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Impact of the Anti-Corruption Campaign on the Relationship Between Political Connections and Preferential Bank Loans: The Case of China,"Guo, Chan",,,,EMERGING MARKETS FINANCE AND TRADE,FEB 19 2019,2019,55,3,,,,671,686,,10.1080/1540496X.2018.1454306,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Political connections, government capital injection, and deposit insurance premium","Lin, Jyh-Horng; Chen, Shi; Huang, Fu-Wei",,,,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,FEB 4 2019,2019,15,1,,,,2,18,,10.1108/IJMF-12-2017-0271,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determinants and Impacts of Financial Literacy in Cambodia and Viet Nam,"Morgan, Peter J.; Trinh, Long Q.",,,,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,JAN 24 2019,2019,12,1,,,,,,19,10.3390/jrfm12010019,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socio Economic Factors in Financial Inclusion for Women Micro Entrepreneur in Indonesia,"Rachmah, Nur A. P.; Wulandari, Permata; Prijadi, Ruslan",,,"Soliman, KS",EDUCATION EXCELLENCE AND INNOVATION MANAGEMENT THROUGH VISION 2020,2019,2019,,,,,,5260,5276,,,33rd International-Business-Information-Management-Association (IBIMA) Conference,"APR 10-11, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEMALE BORROWERS AND CREDIT CONSTRAINTS IN SME LOAN MARKET: AN ANALYSES FROM THE VISEGRAD COUNTRIES,"Rahman, A.; Zbrankova, H.",,,,POLISH JOURNAL OF MANAGEMENT STUDIES,2019,2019,20,2,,,,426,440,,10.17512/pjms.2019.20.2.36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender Gap in case of Financial Inclusion: An Empirical Analysis in Indian Context,"Ghosh, Chandralekha; Chaudhury, Rimita Hom",,,,ECONOMICS BULLETIN,2019,2019,39,4,,,,2615,2630,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determinants of financial inclusions: comparing high, middle, and low-income countries","Chu, Lan Khanh",,,,ECONOMICS BULLETIN,2019,2019,39,2,,,,1449,+,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Credit access and performance of Italian firms: how relevant is gender?,"Serino, Luana; Papa, Armando; Campanella, Francesco; Mueller, Jens",,,,INTERNATIONAL JOURNAL OF MANAGERIAL AND FINANCIAL ACCOUNTING,2019,2019,11,3-4,,,,269,289,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrepreneurial Borrowing: Do Entrepreneurs Seek and Receive Enough Credit?,"Fraser, Stuart",,,,FOUNDATIONS AND TRENDS IN ENTREPRENEURSHIP,2019,2019,15,5-6,,,,431,663,,10.1561/0300000076,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factors Influence Financial Inclusion: Evidence from Indonesian Micro Data,"Susilowati, Etty; Leonnard",,,,ETIKONOMI,2019,2019,18,1,,,,121,132,,10.15408/etk.v18i1.9070,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Econometric analysis of political connection affect corporate credit financing constraints based on fuzzy logic and SEM model,Tian Xueying; Nie Panke,,,,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,2019,2019,37,1,,,,441,454,,10.3233/JIFS-179099,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migrant remittances and financial inclusion among households in Nigeria,"Ajefu, Joseph Boniface; Ogebe, Joseph O.",,,,OXFORD DEVELOPMENT STUDIES,2019,2019,47,3,,,,319,335,,10.1080/13600818.2019.1575349,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
